"treatment","cash","accts_amt","stroop_time","income_less20k"
"After Payday",135,7000,7.64823833107948,1
"After Payday",1500,29,7.41377978523572,0
"After Payday",22,994,7.82132933537165,1
"After Payday",150,NA,7.57004281878471,0
"After Payday",75,24000,7.63439141710599,0
"After Payday",5,15,7.7529093225797,1
"Before Payday",20,200,7.80392324924469,1
"After Payday",100,1000,7.57932411630948,0
"Before Payday",20,NA,7.80331961313883,1
"After Payday",3,18,7.59410841266314,1
"After Payday",75,300,7.64903085430463,1
"After Payday",100,500,7.74640533328056,0
"After Payday",95,400,7.97457859913508,1
"Before Payday",150,1000,7.38292066256205,0
"After Payday",30,3500,7.69717424114545,0
"Before Payday",10,2,7.55696129798889,0
"Before Payday",80,160,7.3646900554498,1
"After Payday",10,48,7.72070539991061,0
"Before Payday",NA,NA,7.6026439567407,1
"Before Payday",445,3060,7.32447942097982,0
"After Payday",20,NA,7.37991176048915,0
"Before Payday",75,1500,7.77903528014819,0
"Before Payday",50,750,7.75028454264005,0
"After Payday",0,700,7.2512640953064,0
"After Payday",15,100,6.39143163959185,1
"Before Payday",NA,NA,7.6612938841184,0
"Before Payday",0,400,7.53751131892204,0
"After Payday",1500,2000,7.69875812530518,0
"After Payday",65,1200,7.49006822705269,0
"After Payday",4,400,7.42027549942334,0
"Before Payday",20,500,7.51036290327708,1
"After Payday",40,1600,7.47386685013771,0
"Before Payday",4,1800,8.05195623636246,0
"Before Payday",0,0,7.54388476411502,0
"After Payday",2,3000,7.3371383746465,1
"Before Payday",17,85,7.56448438763618,0
"After Payday",20,2000,7.81064260999362,0
"Before Payday",80,500,7.45217714707057,0
"Before Payday",237,1300,7.66122804085414,1
"Before Payday",400,60000,7.5208499332269,0
"After Payday",1270,50,7.36910183231036,0
"After Payday",143,50000,7.77186146378517,0
"After Payday",200,300,7.35144696633021,1
"After Payday",5,1500,7.39592449863752,0
"Before Payday",40,NA,7.72572826345762,0
"After Payday",800,46000,7.70427203178406,0
"Before Payday",47,10000,6.02953332165877,0
"After Payday",250,5000,7.59901514649391,0
"Before Payday",85,18000,7.66474131743113,0
"Before Payday",420,89000,7.41699749231339,0
"Before Payday",55,1000,7.42320244510968,0
"Before Payday",300,65000,7.93548805514971,0
"After Payday",NA,NA,7.83519755800565,1
"Before Payday",65,2500,7.55660422643026,0
"Before Payday",150,7000,7.57635909318924,0
"After Payday",10,1,7.32828908165296,1
"After Payday",300,400,7.58430108428001,0
"Before Payday",28,265,7.50242257118225,1
"Before Payday",20,500,7.80239573121071,1
"After Payday",40,100,7.45152616500854,0
"After Payday",25,15000,7.49678904811541,0
"After Payday",100,5000,7.57547466953595,0
"After Payday",20,8000,7.49878850579262,1
"After Payday",30,50,7.68667761484782,1
"Before Payday",400,10000,7.56226241588593,0
"After Payday",0,0,7.75597763061523,1
"After Payday",40,3000,7.2290853758653,0
"Before Payday",0,6000,7.52827785412471,0
"Before Payday",1,1,8.50412686665853,1
"Before Payday",40,NA,7.97999036312103,0
"Before Payday",45,9000,7.6804535984993,0
"Before Payday",60,1500,7.56008605162303,0
"After Payday",200,250,7.71326709787051,0
"Before Payday",500,1500,7.55599668622017,0
"After Payday",250,60000,7.59806788961093,0
"Before Payday",15,100,7.48344345887502,0
"After Payday",400,20000,7.49160199364026,1
"After Payday",150,7000,7.89739851156871,0
"After Payday",NA,NA,7.72749503453573,0
"After Payday",20,75,7.65766860047976,1
"After Payday",40,3000,7.73580387234688,1
"Before Payday",15,1000,7.12232879797618,0
"Before Payday",22,120,7.34418335556984,0
"After Payday",350,10000,7.46615861852964,0
"After Payday",300,0,7.59627120693525,0
"After Payday",100,2500,7.79154242078463,1
"Before Payday",15,300,7.54672705133756,0
"After Payday",7,1400,7.74382236599922,1
"After Payday",NA,NA,7.81514623761177,1
"After Payday",300,NA,7.7563421924909,1
"After Payday",80,2000,7.39383577793202,0
"After Payday",0,10,7.60917340715726,1
"After Payday",3500,12000,7.26274316509565,0
"Before Payday",250,10000,7.59335160255432,0
"After Payday",200,6800,7.64027368028959,0
"Before Payday",30,300,7.55199600259463,0
"After Payday",230,2000,7.71953070163727,0
"Before Payday",10,35,8.07557849089305,1
"Before Payday",600,5200,7.49435699979464,1
"After Payday",1000,30000,7.66225391626358,0
"After Payday",24,1700,7.79230763514837,0
"After Payday",200,1200,7.58384589850903,0
"Before Payday",1,30,7.82892125844955,1
"After Payday",105,32000,7.77084724108378,0
"Before Payday",5,10,7.72369327147802,0
"After Payday",20,521,6.81508484979471,1
"After Payday",40,11000,7.82596725225449,1
"After Payday",50,10000,7.56980992356936,1
"After Payday",300,10000,6.59035594264666,0
"After Payday",200,1500,7.53838074207306,0
"Before Payday",31,2386,7.5130028128624,1
"Before Payday",800,80000,7.83622684884579,0
"Before Payday",200,30000,7.4437226553758,0
"After Payday",40,6000,7.51134017109871,0
"After Payday",27,1700,7.68376844127973,1
"After Payday",0,500,7.18102505803108,0
"After Payday",35,5000,7.63490571578344,0
"Before Payday",35,600,7.6911519865195,1
"Before Payday",200,40000,7.36604153116544,0
"After Payday",10,NA,7.68694722652435,1
"After Payday",95,3304,7.7657489379247,0
"After Payday",150,9000,6.20158492028713,0
"After Payday",75,2000,7.55323177576065,1
"Before Payday",150,7000,7.90450175603231,0
"After Payday",400,10000,7.59926618138949,1
"After Payday",100,3000,7.4765602350235,0
"Before Payday",40,100,7.38607992728551,1
"Before Payday",60,200,7.58313977718353,0
"After Payday",25,40000,7.55612849195798,0
"After Payday",100,45000,7.60577309131622,0
"After Payday",1,7500,7.32269715269407,0
"Before Payday",15,1500,7.26102177302043,0
"After Payday",300,7000,7.68340785304705,0
"After Payday",0,0,7.71350899338722,0
"After Payday",60,9000,7.45989688237508,0
"After Payday",NA,NA,8.05709001865793,1
"Before Payday",150,10000,7.40898775060972,0
"Before Payday",NA,NA,6.17144501209259,0
"Before Payday",400,12000,7.88076152404149,1
"Before Payday",40,3700,7.51471485694249,1
"Before Payday",40,500,7.53028641144435,0
"After Payday",200,200,7.50949839750926,0
"After Payday",500,1,8.25721881786982,1
"Before Payday",500,1000,7.49118804931641,1
"Before Payday",30,11000,7.48787852128347,0
"Before Payday",1,21,7.59948349992434,1
"After Payday",55,3000,7.54479629794757,1
"After Payday",25,25000,7.36540804306666,0
"Before Payday",15,1000,7.75268016258876,0
"After Payday",40,525,7.38270550966263,0
"After Payday",NA,NA,7.1736459483703,1
"After Payday",65,1443,7.39369709293048,0
"After Payday",3000,5500,7.48079840342204,0
"Before Payday",100,200,7.44084806243579,1
"After Payday",180,6500,7.84649516145388,0
"Before Payday",40,1500,7.87790258725484,0
"Before Payday",23,5000,7.39026967684428,0
"Before Payday",203,4500,7.60553378860156,1
"After Payday",22,18350,7.84277375539144,0
"After Payday",120,18000,7.53420767188072,0
"After Payday",1100,6000,7.67972807089488,0
"Before Payday",15,142,7.73275663455327,1
"Before Payday",30,30,7.19131953517596,1
"After Payday",50,500,7.57871221502622,1
"Before Payday",2,240,7.61031766732534,0
"After Payday",300,30000,7.89185463388761,0
"Before Payday",200,500,7.65507676204046,0
"Before Payday",25,50,7.77071275313695,1
"After Payday",NA,NA,7.91573462883631,0
"Before Payday",NA,NA,7.5998981098334,1
"Before Payday",NA,NA,7.63744405905406,0
"After Payday",65,6200,7.2918084859848,1
"Before Payday",20,400,7.68121299147606,1
"After Payday",10,0,7.53660873572032,1
"Before Payday",25,2000,7.76808641354243,0
"Before Payday",30,900,7.65081062912941,1
"After Payday",100,1000,7.83963320652644,0
"Before Payday",200,350,7.44872228304545,1
"After Payday",50,500,7.84155903259913,0
"After Payday",300,1600,7.49037772417068,0
"Before Payday",236,345,7.33641747633616,0
"After Payday",10,2000,7.65437726179759,1
"Before Payday",250,5000,7.51218580206235,0
"Before Payday",20,25000,7.76182495554288,0
"Before Payday",100,1651,6.78335464994113,1
"After Payday",80,5000,7.54189749558767,0
"Before Payday",75,1386,7.75237739086151,1
"After Payday",2500,10000,7.59380063414574,0
"After Payday",50,20000,7.44369138280551,0
"After Payday",50,50000,7.55613415439924,0
"Before Payday",200,50000,7.60392750302951,0
"Before Payday",20,100,7.51363773147265,0
"Before Payday",60,4000,7.64499805370967,0
"After Payday",3,1,7.44968687494596,0
"After Payday",10,NA,7.545811911424,1
"After Payday",2,2500,7.57684238751729,0
"Before Payday",7,275,7.71668168902397,0
"Before Payday",40,850,7.3427034219106,0
"After Payday",300,8500,7.80606134732564,0
"After Payday",40,100,7.46764932076136,0
"Before Payday",100,1,8.51719284057617,1
"Before Payday",26,26,7.4883334338665,1
"After Payday",25,39,7.58942611018817,1
"Before Payday",10,15,7.71079039573669,1
"After Payday",300,60000,7.64091669519742,0
"After Payday",200,950,7.40986528992653,0
"After Payday",100,1450,7.85124418139458,0
"Before Payday",50,45000,7.69370384017626,1
"After Payday",40,500,7.43802277247111,1
"After Payday",50,100,7.43790156642596,1
"Before Payday",10,150,7.74547786513964,0
"Before Payday",100,4000,7.64087914427121,0
"Before Payday",25,4500,7.68118631839752,0
"After Payday",20,500,7.63044047355652,1
"After Payday",500,10000,7.68148698409398,0
"After Payday",NA,NA,7.64204278588295,0
"After Payday",100,NA,7.12574390570323,1
"After Payday",300,800,7.91773889462153,1
"After Payday",250,87000,7.50042356053988,1
"Before Payday",35,NA,7.81321461002032,1
"After Payday",5,NA,7.57409251729647,1
"Before Payday",30,50,6.11255034804344,1
"After Payday",200,800,7.39980381727219,1
"Before Payday",33,25000,7.63571908076604,1
"Before Payday",0,NA,7.44623643159866,1
"After Payday",80,5000,7.70541590452194,0
"After Payday",420,21980,7.72538845737775,0
"After Payday",27,364,7.51320176323255,0
"Before Payday",8,240,7.63676980137825,0
"Before Payday",8,15,7.59382035334905,0
"Before Payday",30,2000,7.61140651504199,1
"Before Payday",NA,NA,7.84140895803769,0
"Before Payday",120,300,7.61756080389023,0
"After Payday",15,980,7.5997985402743,1
"After Payday",0,1,7.75341608126958,1
"After Payday",200,600,7.71207674344381,1
"After Payday",200,5000,7.63559818267822,0
"After Payday",30,1000,7.43758700291316,1
"After Payday",10,100,7.92172530293465,0
"Before Payday",13,123,7.2827828725179,1
"Before Payday",144,650,7.70127425591151,1
"Before Payday",14,NA,6.62133518509243,1
"After Payday",35,2000,7.6461380024751,1
"After Payday",40,200,7.72748350103696,0
"Before Payday",30,500,7.84310719370842,0
"Before Payday",25,NA,7.28043063481649,0
"After Payday",NA,NA,7.37622926632563,1
"After Payday",100,5000,7.62254828214645,1
"After Payday",NA,NA,7.38757038116455,1
"After Payday",0,NA,7.62263387441635,1
"After Payday",2,748,7.64161677161853,1
"After Payday",200,12000,7.39700311422348,0
"After Payday",100,6000,7.70234861969948,0
"After Payday",5,800,7.64804880817731,0
"After Payday",500,10000,7.8732569317023,0
"Before Payday",330,700,7.76837461193403,1
"Before Payday",40,1000,7.48950256903966,0
"After Payday",180,1000,7.482670545578,0
"Before Payday",NA,NA,7.38374178608259,0
"After Payday",60,1000,7.48307696978251,0
"After Payday",NA,NA,7.40882337093353,1
"After Payday",30,8000,7.67391872406006,0
"Before Payday",200,1500,7.67924312750498,0
"Before Payday",100,13000,7.26897306243579,0
"After Payday",30,3000,7.35020977258682,0
"After Payday",30,369,7.99454118808111,0
"Before Payday",700,35000,7.8877584139506,0
"After Payday",150,78,6.48573801914851,1
"After Payday",80,40000,7.61782803138097,0
"Before Payday",5,150,7.38186159729958,0
"Before Payday",40,6000,7.29218680962272,0
"Before Payday",3,48,7.48513598243396,0
"Before Payday",70,365,7.56416687369347,0
"Before Payday",10,700,7.40015744169553,1
"After Payday",5,400,7.6786216100057,1
"After Payday",20,300,7.5123032828172,0
"After Payday",450,80000,7.44247539838155,0
"After Payday",NA,NA,7.52936398983002,0
"Before Payday",1000,8000,7.7263783911864,0
"Before Payday",75,4000,7.44561876853307,0
"Before Payday",35,1255,7.91925202806791,1
"After Payday",7,1960,7.23166977365812,1
"After Payday",2,NA,7.82038099567095,0
"After Payday",NA,NA,8.24070821489607,0
"Before Payday",0,16,7.87689573566119,0
"Before Payday",100,5000,7.78810650110245,0
"After Payday",80,4000,7.79580836494764,0
"Before Payday",40,800,7.45882404843966,1
"Before Payday",90,9000,7.44751697778702,0
"After Payday",95,200,7.70701039830844,1
"After Payday",85,31000,7.76236867904663,0
"Before Payday",900,10000,7.19498234987259,0
"After Payday",800,1500,8.51719284057617,0
"After Payday",NA,NA,7.57672803600629,1
"After Payday",30,1500,7.47917094826698,0
"Before Payday",NA,NA,7.51920492450396,1
"After Payday",55,8000,7.60317947467168,1
"Before Payday",NA,NA,7.61235495408376,0
"After Payday",0,NA,7.63522161046664,1
"After Payday",20,NA,7.79358773430188,1
"Before Payday",60,110,7.6153452694416,0
"After Payday",250,NA,7.60332082708677,0
"Before Payday",20,420,7.69954664508502,1
"After Payday",20,3500,7.5854208668073,1
"Before Payday",120,3000,7.3796543776989,1
"After Payday",30,0,7.55724466840426,0
"After Payday",64,11000,7.20003478725751,0
"After Payday",10,2200,7.66642567515373,1
"After Payday",1,0,7.48964909712474,1
"Before Payday",NA,NA,7.34974799156189,1
"Before Payday",300,6000,7.49771087368329,0
"Before Payday",25,1000,7.44992339611053,0
"Before Payday",11,95,7.70921342571576,1
"Before Payday",100,300,7.23217025399208,0
"After Payday",10,1030,7.45460427800814,1
"After Payday",100,25000,7.63119327028592,0
"After Payday",400,700,7.88994978864988,0
"Before Payday",170,153,7.71111870805422,0
"Before Payday",170,70,7.54506761829058,0
"After Payday",19,0,7.60433706641197,1
"Before Payday",220,58000,7.42546307047208,0
"Before Payday",10,500,7.79352486133575,1
"After Payday",96,1900,7.40916031599045,0
"After Payday",45,250,7.51297425230344,0
"Before Payday",200,NA,7.73873203992844,0
"After Payday",NA,NA,7.65624488393466,0
"Before Payday",11,40,7.36097125212352,1
"Before Payday",NA,NA,6.80056328574816,0
"After Payday",400,20000,7.65282626946767,0
"After Payday",4,1000,7.74163724978765,1
"After Payday",148,31000,7.95878755052884,0
"Before Payday",0,NA,7.95535028974215,1
"After Payday",250,900,7.62786551316579,0
"Before Payday",20,NA,7.70811494191488,0
"Before Payday",30,NA,7.85807557900747,0
"After Payday",250,5000,7.75130663315455,1
"Before Payday",0,NA,7.56546760598818,0
"After Payday",2500,45000,7.62073136369387,0
"Before Payday",2,111,7.52627305189769,0
"After Payday",21,1100,7.88493246833483,1
"Before Payday",25,7,5.88267560799917,1
"After Payday",30,600,7.68060192465782,1
"After Payday",20,400,7.80883821845055,1
"After Payday",2,300,7.69107960661252,1
"Before Payday",60,NA,7.4963855445385,0
"Before Payday",0,NA,7.48983005682627,0
"After Payday",50,50000,7.5321948826313,1
"Before Payday",NA,NA,7.71550270915031,0
"Before Payday",10,29000,7.5139556825161,0
"After Payday",75,5000,7.66899572809537,0
"Before Payday",NA,NA,7.4414456486702,1
"Before Payday",40,200,7.65943922599157,1
"Before Payday",1,0,7.71337650219599,1
"Before Payday",10,0,7.66342575351397,1
"Before Payday",60,400,7.66954253117243,1
"After Payday",5,2,7.39916850129763,0
"Before Payday",4,0,7.30016706387202,0
"Before Payday",4,8,7.49725506703059,1
"After Payday",NA,NA,7.52861627936363,0
"After Payday",100,0,7.60354255636533,1
"Before Payday",5,0,7.62686462203662,0
"After Payday",42,2000,7.5084840854009,1
"Before Payday",24,25,7.71097189188004,1
"Before Payday",300,700,7.52475794156392,0
"Before Payday",75,700,7.7365321914355,1
"Before Payday",0,511,7.23476866881053,0
"Before Payday",65,2000,7.36067519585292,0
"Before Payday",10,1000,7.65141817927361,0
"Before Payday",0,1,7.42190070947011,1
"Before Payday",200,650,7.66860300302505,0
"Before Payday",0,350,7.65257934729258,0
"Before Payday",80,6500,7.59218935171763,0
"Before Payday",70,5000,7.71126714348793,0
"After Payday",NA,NA,7.88288076718648,1
"After Payday",NA,NA,7.73546495040258,1
"After Payday",16,0,7.51155779759089,1
"Before Payday",0,300,7.67753458023071,1
"Before Payday",1,NA,7.51165295640628,1
"Before Payday",100,2500,7.30926533962818,0
"Before Payday",93,1200,7.66288205981255,0
"After Payday",0,NA,7.6966894865036,1
"Before Payday",130,200,7.58462967475255,0
"After Payday",12,2100,7.51152807474136,0
"After Payday",400,1500,7.50666232903798,0
"Before Payday",15,900,7.5005807975928,0
"After Payday",30,300,7.47250485420227,1
"Before Payday",50,200,7.60153402884801,1
"After Payday",1,1,7.41293995579084,1
"After Payday",NA,NA,7.73694620529811,1
"After Payday",0,NA,7.00391258796056,1
"Before Payday",30,121,7.72669821977615,1
"Before Payday",7,3400,7.65582198897998,0
"Before Payday",800,600,7.51781572898229,1
"Before Payday",50,8000,6.44688111543655,0
"Before Payday",140,2000,7.5421359539032,0
"Before Payday",500,10000,7.53322223822276,0
"Before Payday",30,3200,7.60267762343089,0
"After Payday",20,958,7.70264604687691,1
"Before Payday",0,1800,7.61127593119939,0
"Before Payday",50,1000,7.6228224337101,0
"Before Payday",300,900,7.18174990018209,1
"Before Payday",75,500,7.66189453999201,0
"After Payday",100,2500,7.31666586796443,0
"Before Payday",250,8000,7.43762535850207,1
"Before Payday",30,2000,8.51719284057617,0
"Before Payday",50,59,7.73564251263936,1
"After Payday",11,NA,7.77673409382502,0
"After Payday",9000,1300,7.59975425402323,0
"Before Payday",20,2500,7.60062577327092,0
"After Payday",180,3000,7.53819772601128,0
"Before Payday",50,300,7.54910731315613,1
"After Payday",530,128,7.36905052264531,0
"Before Payday",80,2000,7.41008429725965,1
"After Payday",10,1000,7.30101798971494,0
"Before Payday",2500,200,7.77051089207331,1
"Before Payday",36,600,7.71837736169497,0
"Before Payday",10,200,7.10217938820521,0
"After Payday",NA,NA,7.8163243830204,0
"After Payday",300,15000,7.48965161045392,1
"After Payday",200,30000,7.69607891639074,0
"Before Payday",20,500,7.5414790113767,0
"After Payday",NA,NA,6.68090202907721,1
"After Payday",200,200,7.84197920560837,0
"After Payday",4,20,7.59446845451991,0
"Before Payday",NA,NA,7.71369084715843,1
"Before Payday",20,20000,7.3943462173144,0
"After Payday",60,30000,7.54064302241549,0
"After Payday",51,2000,7.71293078859647,1
"Before Payday",40,20000,7.58125323057175,0
"Before Payday",6,110,7.62621237834295,1
"After Payday",3,23,7.50812323888143,1
"Before Payday",65,10950,7.59137969215711,0
"After Payday",30,13000,7.59577539563179,0
"Before Payday",100,95000,7.55171131094297,0
"Before Payday",15,25,7.51441476742427,1
"Before Payday",200,3500,7.50257153312365,0
"Before Payday",120,82000,7.33719841639201,0
"After Payday",2000,25000,7.49095598856608,0
"Before Payday",15,948,7.64492058753967,0
"Before Payday",75,1000,7.68184850613276,0
"Before Payday",23,1300,7.49733053644498,0
"After Payday",5,169,7.93672051328294,1
"After Payday",16,647,7.48654054601987,0
"Before Payday",300,10000,8.51719284057617,0
"After Payday",60,47000,7.33299393455188,0
"After Payday",130,1000,7.45251666506131,0
"After Payday",1,200,7.32116123040517,0
"After Payday",0,0,8.34240665038427,0
"Before Payday",57,8000,7.63942407568296,0
"Before Payday",1300,100,7.67089891433716,0
"Before Payday",NA,NA,7.7268065114816,1
"After Payday",1,53,7.51650047302246,1
"After Payday",100,8000,7.33529944221179,0
"After Payday",NA,NA,7.64430190126101,0
"After Payday",NA,NA,7.7573367257913,0
"After Payday",25,0,7.47120547294617,1
"After Payday",400,NA,7.11406593521436,1
"After Payday",10,0,7.50407020250956,1
"After Payday",30,950,7.74332702159882,0
"After Payday",100,6000,7.52189385890961,0
"Before Payday",NA,NA,7.69223780433337,0
"Before Payday",0,0,7.52221436301867,1
"After Payday",200,8000,7.7590064406395,0
"Before Payday",125,NA,7.70283855994542,1
"After Payday",500,NA,7.51441382368406,0
"Before Payday",42,105,7.16898978749911,1
"Before Payday",25,1500,7.47231636444728,0
"After Payday",0,100,7.66981223225594,0
"After Payday",6,2000,7.37945681810379,0
"After Payday",150,3000,7.44121409455935,0
"After Payday",7,9,7.47162907322248,0
"Before Payday",20,500,7.69493927558263,0
"Before Payday",20,1800,7.16162782907486,0
"Before Payday",0,0,7.90713353951772,1
"After Payday",7,5,7.71421577533086,1
"After Payday",0,40,7.70074733098348,0
"Before Payday",2,16,7.70097058018049,0
"Before Payday",10,2000,7.34260322650274,0
"Before Payday",16,75,7.48571086923281,0
"Before Payday",400,3000,7.2904366950194,1
"Before Payday",14,7054,7.8783861597379,1
"After Payday",98,1800,7.65935538212458,1
"After Payday",200,25000,7.29622692863146,1
"Before Payday",29,200,7.64623465140661,1
"After Payday",0,NA,7.33077590664228,1
"After Payday",50,100,7.93792739510536,0
"After Payday",200,13000,7.60313426454862,0
"Before Payday",2000,10000,7.56597865621249,0
"Before Payday",20,16000,7.24180390437444,0
"After Payday",500,50000,7.69057394067446,0
"After Payday",1000,3500,7.33467705051104,0
"After Payday",35,NA,7.349449634552,1
"Before Payday",20,850,7.71959049503009,0
"Before Payday",200,NA,7.29498727122943,0
"Before Payday",30,50,7.5437317887942,1
"Before Payday",80,40,7.76214622943959,1
"Before Payday",200,1800,7.00188572208087,0
"After Payday",36,NA,7.42181566357613,1
"After Payday",0,4,7.50528087218602,1
"After Payday",2300,NA,7.48815136154493,1
"After Payday",500,3000,7.24829760193825,1
"After Payday",NA,NA,7.40755527218183,1
"Before Payday",7,NA,7.77313293019931,1
"Before Payday",35,60000,7.41838755210241,0
"After Payday",0,0,6.44300959259272,1
"Before Payday",NA,NA,7.45912887652715,1
"After Payday",50,1000,7.43554015954336,0
"After Payday",500,28000,7.90136450529099,0
"Before Payday",28,6000,7.39984649419785,0
"After Payday",20,500,7.17849443356196,1
"After Payday",NA,NA,7.50163127978643,0
"Before Payday",30,0,7.62661319971085,1
"Before Payday",3,40,7.76735535264015,1
"Before Payday",2,0,5.35620158910751,1
"After Payday",40,1500,7.6960284213225,1
"After Payday",60,3000,7.40088108181953,1
"Before Payday",50,500,7.79906386595506,0
"Before Payday",100,2000,7.70344124237696,1
"After Payday",50,1000,7.12185188134511,0
"After Payday",100,5,7.55285299817721,0
"After Payday",100,165,7.43765652179718,0
"Before Payday",1102,6700,7.65842185417811,1
"Before Payday",NA,NA,6.52860841879974,1
"Before Payday",30,0,7.94875332713127,1
"After Payday",0,1030,7.49643169840177,1
"After Payday",0,1500,7.46101029713949,0
"Before Payday",1,0,7.44474192460378,1
"After Payday",125,700,7.32884426911672,0
"After Payday",100,5000,7.666954378287,1
"Before Payday",120,2500,7.580367654562,1
"After Payday",200,300,7.72026320298513,0
"After Payday",100,0,7.32311723629634,1
"Before Payday",20,1000,7.44471973180771,1
"Before Payday",100,1000,7.72966336210569,0
"Before Payday",NA,NA,7.41378965973854,0
"Before Payday",NA,NA,7.59381449222565,1
"Before Payday",10,160,7.38380950689316,0
"Before Payday",10,139,7.87621076901754,1
"After Payday",2,1200,7.53377507130305,1
"Before Payday",5,400,7.61179707447688,1
"Before Payday",100,8000,7.57117647926013,0
"After Payday",20,3000,7.34012624621391,0
"Before Payday",1,5,7.51606797178586,1
"Before Payday",60,700,7.78584142525991,0
"Before Payday",120,NA,7.81018181641897,0
"After Payday",919,30000,7.86682296792666,0
"Before Payday",NA,NA,7.31994584027459,0
"Before Payday",50,50,7.6154846449693,1
"Before Payday",48,50000,7.0934910873572,0
"Before Payday",0,NA,7.18869973222415,0
"After Payday",23,9000,7.82210178176562,1
"Before Payday",0,3440,7.24746850132942,1
"Before Payday",60,25000,7.4589827756087,0
"After Payday",NA,NA,7.50039711594582,0
"After Payday",450,1000,7.57839914162954,0
"Before Payday",50,10000,7.61066188414892,0
"Before Payday",5,1300,7.24090085426966,1
"After Payday",1,0,6.68487652142843,1
"Before Payday",20,NA,7.78720763325691,1
"Before Payday",1000,100,7.51058822870255,1
"After Payday",150,228,7.48701529701551,0
"After Payday",0,1000,7.74044391512871,0
"Before Payday",20,NA,7.32652712861697,0
"After Payday",337,15500,7.70579237739245,0
"After Payday",NA,NA,8.51719284057617,1
"After Payday",45,1000,7.72178121407827,0
"Before Payday",10,85,7.89915393789609,0
"Before Payday",100,7000,7.70872668425242,0
"After Payday",1,1,7.71623705824216,1
"After Payday",200,150,7.79494030276934,1
"Before Payday",20,0,7.56407747666041,0
"Before Payday",100,1400,7.67384317517281,0
"After Payday",10,6500,7.77489773432414,0
"Before Payday",100,8000,7.677736500899,0
"Before Payday",100,10000,7.38435994585355,0
"Before Payday",0,NA,7.80770696202914,1
"After Payday",0,1300,7.3439181248347,0
"Before Payday",50,2000,7.45571699738503,0
"After Payday",50,NA,7.62757010261218,0
"Before Payday",33,1032,7.50497776269913,1
"After Payday",150,400,7.27947543064753,1
"Before Payday",0,NA,6.63522825638453,0
"After Payday",5,20,7.16311797499657,0
"Before Payday",NA,NA,7.71026359001795,1
"Before Payday",0,0,7.18285755316416,1
"After Payday",NA,NA,7.45228871703148,0
"Before Payday",5,600,7.48283051451047,1
"Before Payday",12,2200,7.25979516903559,0
"Before Payday",0,0,7.31465472777685,0
"Before Payday",600,800,7.40143647789955,0
"Before Payday",20,NA,7.60240375995636,1
"After Payday",50,500,7.3512892027696,1
"Before Payday",5,NA,7.4973583817482,1
"After Payday",NA,NA,7.8245790998141,1
"After Payday",10,200,7.58172708749771,1
"After Payday",125,2500,7.23110025127729,1
"Before Payday",20,1000,7.67033423980077,0
"Before Payday",100,4585,7.51623363296191,0
"Before Payday",95,1145,7.45596573750178,1
"After Payday",200,15000,7.68162868189257,0
"After Payday",60,900,7.5836932460467,0
"Before Payday",0,NA,7.5553984940052,1
"Before Payday",50,300,7.16315581401189,0
"Before Payday",40,600,7.90182203054428,1
"After Payday",200,3000,7.65624529123306,0
"After Payday",NA,NA,7.87997159361839,0
"After Payday",20,6000,7.47071345647176,0
"Before Payday",400,1500,7.62404891848564,0
"Before Payday",25,25,7.43149700760841,0
"Before Payday",50,10000,7.41546208659808,0
"After Payday",37,6200,7.56389257311821,1
"Before Payday",300,220,7.76685737570127,1
"Before Payday",60,2000,7.59741018215815,0
"After Payday",0,0,7.75114155809085,0
"After Payday",30,300,7.52497526009877,1
"Before Payday",21,2000,7.30638841787974,0
"After Payday",300,3500,7.88598235448201,0
"After Payday",80,1500,7.42113329966863,1
"After Payday",150,20,7.60349973042806,0
"Before Payday",NA,NA,7.32967881361644,0
"Before Payday",200,5000,7.50577575961749,0
"Before Payday",300,50,7.45777829488118,0
"After Payday",300,20,7.74513255556424,1
"After Payday",NA,NA,7.66902644435565,1
"After Payday",70,3600,7.19550532102585,1
"After Payday",50,1500,7.52517759799957,0
"After Payday",70,694,7.4985038737456,1
"Before Payday",10,145,7.62858687837919,0
"After Payday",400,5700,7.72701465090116,0
"After Payday",1200,2000,7.20177262028058,1
"After Payday",5,NA,7.80714293320974,1
"After Payday",10,NA,7.5420610109965,1
"Before Payday",22,17,7.77442659934362,1
"After Payday",300,1000,7.74384300907453,0
"Before Payday",20,5000,7.40936111410459,0
"Before Payday",7,400,7.72744163870811,0
"Before Payday",NA,NA,7.76623502373695,1
"After Payday",200,100,7.61505310734113,0
"After Payday",15,400,7.53008168935776,1
"After Payday",400,1000,7.3051536778609,1
"Before Payday",12,1500,7.3458989461263,0
"After Payday",100,NA,7.98410206039747,1
"After Payday",298,6408,7.89991537729899,0
"Before Payday",NA,NA,7.89420356353124,1
"Before Payday",5,30,7.52523216605186,1
"Before Payday",15,100,7.26046545306842,0
"Before Payday",0,NA,7.50591811537743,1
"Before Payday",80,9000,7.69980503122012,0
"Before Payday",100,NA,8.51719284057617,1
"After Payday",20,3000,7.38858737548192,0
"Before Payday",2,25,8.36776207884153,1
"After Payday",25,750,7.62365398804347,1
"Before Payday",45,16000,7.38907141486804,1
"Before Payday",30,0,7.69047070542971,1
"After Payday",NA,NA,7.71640090147654,0
"Before Payday",NA,NA,7.51343894998233,0
"After Payday",NA,NA,7.55512771010399,0
"Before Payday",140,26000,7.40345127383868,0
